message_text,scam_type,manipulation_type,keywords,scam_score,label,source_channel,language,target_audience,attack_vector,scam_stage,scam_intent
CRITICAL: Your device compromised. Google security alert: https://ow.ly/m5825,tech_support_scam,urgency,"security,alert",0.77,scam,SMS,english,general,impersonation,initial_contact,steal_information
India Post: Your package AWB112875590 held. Clear customs fee: https://rb.gy/w7210,parcel_delivery_scam,urgency,"customs,package,held",0.62,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
Your .. HDFC .. ATM .. card .. will .. be .. band. .. Apdate .. KYC .. now: .. https://short.link/b1874,bank_kyc_scam,"urgency,fear","KYC,blocked,update",0.75,scam,WhatsApp,english,general,impersonation,initial_contact,identity_theft
Your Infosys order 150400953 has been shipped and will arrive by 6/4/2024,legitimate_message,none,none,0.13,legitimate,SMS,english,online_shoppers,none,none,none
"Work 2 hours daily, earn Rs.2500 monthly. Training provided: https://bit.ly/k6592",job_scam,"urgency,reward",earn,0.68,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
Aadhaar .. Card .. band .. due .. to .. KYC .. mismatch. .. Update .. jaldi .. se: .. https://tinyurl.com/s1731,government_impersonation,"urgency,authority",Aadhaar,0.93,scam,WhatsApp,hinglish,general,impersonation,initial_contact,identity_theft
Your Airtel order 470407756 has been shipped and will arrive by 19/1/2024,legitimate_message,none,none,0.16,legitimate,SMS,english,online_shoppers,none,none,none
"Train ticket booked: PNR 745319442, Journey date: 14/6/2024",legitimate_message,none,booked,0.01,legitimate,SMS,english,general,none,none,none
"OTP 187686 for transaction of Rs.1000. If not requested, call kare +91-7916790039",otp_scam,"fear,social_engineering",OTP,0.92,scam,WhatsApp,english,general,otp_request,account_takeover,account_takeover
Meeting reminder: Team sync scheduled for 22/9/2024 at 13:30 AM,legitimate_message,none,reminder,0.08,legitimate,SMS,english,general,none,none,none
Your electricity bill for Rs.25000 is due by 16/4/2024. Pay online.,legitimate_message,none,none,0.13,legitimate,SMS,english,general,none,none,none
"OTP for Rs.10000 payment: 418026. To cancel, share this OTP with us on +91-8732139222",otp_scam,"urgency,social_engineering","OTP,share",0.95,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Your electricity bill for Rs.2500 is due by 20/11/2024. Pay online.,legitimate_message,none,none,0.09,legitimate,SMS,english,general,none,none,none
Your .. Hotstar .. khata .. hack .. ho .. gaya!! .. Secure .. it .. foran: .. https://rb.gy/e2110,tech_support_scam,fear,hacked,0.64,scam,WhatsApp,hinglish,general,impersonation,initial_contact,steal_information
CASHBACK of Rs.500000 waiting. Claim via UPI: https://short.link/m8698,upi_payment_scam,reward,"UPI,cashback,Rs",0.56,scam,SMS,english,general,payment_request,initial_contact,financial_fraud
Aadhaar Card suspended due to KYC mismatch. Update immediately: https://cutt.ly/p2981,government_impersonation,"urgency,fear,authority",Aadhaar,0.77,scam,SMS,english,general,impersonation,initial_contact,identity_theft
IMPORTANT: ICICI account frozen due to KYC non-compliance. Update immediately: https://bit.ly/f4337,bank_kyc_scam,"urgency,fear","KYC,update,account",0.92,scam,SMS,english,general,impersonation,initial_contact,identity_theft
*You jita Rs.10000 in Google Pay lucky draw. Receive via UPI: https://ow.ly/s5773*,upi_payment_scam,reward,"UPI,Rs",0.63,scam,SMS,english,general,payment_request,initial_contact,financial_fraud
"Dear customer, your ICICI account credited with Rs.5000 on 21/9/2024",legitimate_message,none,none,0.15,legitimate,Email,english,general,none,none,none
"Dear customer, your PNB account credited with Rs.2500 on 4/5/2024",legitimate_message,none,none,0.07,legitimate,Email,english,general,none,none,none
Your OTP is 338087. DO NOT share with anyone. Valid for 10 minutes.,otp_scam,social_engineering,"OTP,share",0.78,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Your .. phone .. will .. be .. locked .. in .. 24 .. hours .. due .. to .. virus. .. Fix .. now: .. https://short.link/m7906,tech_support_scam,urgency,virus,0.68,scam,WhatsApp,english,general,malware_link,initial_contact,spread_malware
Invest .. Rs.500 .. get .. Rs.250000 .. in .. 30 .. days!! .. 100% .. guaranteed .. returns: .. https://bit.ly/x7383,investment_scam,reward,"invest,returns,guaranteed",0.74,scam,WhatsApp,english,investors,phishing_link,initial_contact,steal_information
Your mobile number won Paytm bumper lottery Rs.25000. Processing fee applies,lottery_scam,"reward,curiosity","lottery,won",0.86,scam,SMS,english,general,information_theft,payment_request,financial_fraud
CONGRATULATIONS! You won iPhone 15 + Rs.100000 cash. Claim: https://cutt.ly/m7838,lottery_scam,reward,"congratulations,won,claim",0.69,scam,SMS,english,general,phishing_link,trust_building,steal_information
Your Aadhaar is being used for illegal activities. Verify identity: https://cutt.ly/a9396,government_impersonation,"fear,authority,curiosity",Aadhaar,0.93,scam,SMS,english,general,impersonation,information_theft,identity_theft
Your IndusInd KYC is expired. Update within 48hrs to continue services: https://bit.ly/q9955,bank_kyc_scam,urgency,"KYC,update",0.84,scam,SMS,english,general,impersonation,initial_contact,identity_theft
You have received Rs.2500 in your account. Accept payment via https://ow.ly/m8231,upi_payment_scam,urgency,"payment,Rs,accept",0.68,scam,SMS,english,general,payment_request,payment_request,financial_fraud
Your Amazon order 346433688 has been shipped and will arrive by 10/2/2024,legitimate_message,none,none,0.15,legitimate,SMS,english,online_shoppers,none,none,none
Stock .. market .. expert .. tips .. - .. 1000% .. returns .. guarantee. .. Subscribe: .. https://tinyurl.com/m4512,investment_scam,urgency,"returns,guaranteed",0.69,scam,WhatsApp,english,investors,phishing_link,initial_contact,steal_information
WhatsApp .. inam .. vijeta! .. Rs.25000 .. inaam. .. Verify .. on .. https://short.link/g4735,lottery_scam,curiosity,"winner,lottery,prize",0.71,scam,WhatsApp,hinglish,general,phishing_link,information_theft,steal_information
CRITICAL: Your device compromised. Google security alert: https://ow.ly/a6598,tech_support_scam,urgency,"security,alert",0.6,scam,SMS,english,general,impersonation,initial_contact,steal_information
"Dear Sir/Madam, As per RBI guidelines, update your IndusInd KYC details: https://bit.ly/e6208",bank_kyc_scam,"urgency,authority,curiosity","KYC,update,RBI",0.86,scam,Email,english,elderly,impersonation,initial_contact,identity_theft
Your electricity bill for Rs.25000 is due by 24/3/2024. Pay online.,legitimate_message,none,none,0.16,legitimate,SMS,english,general,none,none,none
FINAL NOTICE: PNB KYC baaki hai. Complete verification: https://short.link/o2482 🚨,bank_kyc_scam,"urgency,authority",KYC,0.78,scam,WhatsApp,hinglish,general,impersonation,initial_contact,identity_theft
"Train ticket booked: PNR 352326950, Journey date: 25/8/2024",legitimate_message,none,booked,0.26,legitimate,SMS,english,general,none,none,none
Part-time job alert! Earn Rs.5000 daily from mobile. Join: https://rb.gy/p3663,job_scam,reward,"job,earn",0.57,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
Your OTP is 862523. DO NOT share with anyone. Valid for 10 minutes.,otp_scam,"urgency,social_engineering","OTP,share",0.78,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Your phone will be locked in 24 hour due to virus. Fix now: https://bit.ly/w2286,tech_support_scam,"urgency,fear",virus,0.68,scam,SMS,english,general,malware_link,initial_contact,spread_malware
REFUND ALERT: Rs.25000 credited. Virify payment link: https://rb.gy/v8214,upi_payment_scam,"urgency,reward","payment,refund,credited,Rs",0.63,scam,SMS,english,general,payment_request,payment_request,financial_fraud
ALERT: Rs.500 debited from your account. Dispute payment: https://short.link/s3227,upi_payment_scam,urgency,"payment,Rs",0.66,scam,SMS,english,general,payment_request,payment_request,financial_fraud
Your .. PAN .. linked .. 2 .. fraudulent .. account. .. Clear .. ur .. name: .. https://bit.ly/l8990,government_impersonation,fear,PAN,0.87,scam,WhatsApp,english,general,impersonation,initial_contact,identity_theft
Government approved scheme - Double your money in 6 months: https://short.link/y2528,investment_scam,"urgency,authority",none,0.88,scam,SMS,english,investors,phishing_link,initial_contact,financial_fraud
Welcome to WhatsApp! Your registration is complete.,legitimate_message,none,none,0.3,legitimate,SMS,english,general,none,none,none
WINNER ALERT: Your number won Rs.25000 crores in lottery. Claim code: WIN3063,lottery_scam,"reward,curiosity","winner,lottery,won,claim",0.7,scam,SMS,english,general,information_theft,trust_building,financial_fraud
URGENT: .. Flipkart .. hiring .. kar .. rahi .. ghar .. se .. kaam .. koi .. experience .. nahi .. chahiye: .. https://bit.ly/i1448,job_scam,urgency,"registration fee,vacancy",0.58,scam,WhatsApp,english,job_seekers,phishing_link,initial_contact,steal_information
ALERT: Rs.500 debited from your account. Dispute payment: https://bit.ly/s5855,upi_payment_scam,reward,"payment,Rs",0.72,scam,SMS,english,general,payment_request,payment_request,financial_fraud
"Last day!! Invest Rs.5000 today, get Rs.1000000 tomorrow: https://bit.ly/m8321",investment_scam,reward,invest,0.72,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
Govt. of India: You are eligible for PM subsidy Rs.1000. Apply: https://ow.ly/c1782,government_impersonation,fear,Govt,0.94,scam,SMS,english,general,impersonation,initial_contact,identity_theft
ACTION REQUIRED: Kotak KYC updatte mandatory. Click https://ow.ly/c1019 to avoid Rs.500 penalty,bank_kyc_scam,"urgency,fear,curiosity","KYC,update",0.8,scam,SMS,english,general,impersonation,initial_contact,identity_theft
"Dear customer, your Canara account credited with Rs.1000 on 8/1/2024",legitimate_message,none,none,0.11,legitimate,Email,english,general,none,none,none
Police Cyber Cell: Your number used in crime. Respond urgently: +91-7279091791,government_impersonation,"urgency,fear,authority",Police,0.9,scam,SMS,english,general,impersonation,initial_contact,identity_theft
"OTP 203092 for transaction of Rs.50000. If not requested, call +91-7237891218 ❌",otp_scam,"fear,social_engineering",OTP,0.76,scam,WhatsApp,english,general,otp_request,account_takeover,account_takeover
Your Google Pay delivery arriving today between 18:00 AM. Track: 930386571,legitimate_message,none,none,0.03,legitimate,SMS,english,online_shoppers,none,none,none
Your Amazon order 572201122 has been shipped and will arrive by 16/6/2024,legitimate_message,none,none,0.07,legitimate,SMS,english,online_shoppers,none,none,none
Your electricity bill for Rs.2500 is due by 1/8/2024. Pay online.,legitimate_message,none,none,0.13,legitimate,SMS,english,general,none,none,none
Your Amazon verification code is 213360. Customer care needs this for account recovery,otp_scam,social_engineering,"verification,code,customer care",0.81,scam,SMS,english,online_shoppers,otp_request,account_takeover,account_takeover
You are selected vijeta of Airtel lucky draw - Rs.100000!! Call +91-7919453707,lottery_scam,reward,"winner,lucky draw",0.76,scam,SMS,english,general,information_theft,trust_building,financial_fraud
Join our trading group. Make Rs.2500 daily from home: https://rb.gy/u2900,investment_scam,urgency,trading,0.66,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
Thank you for shopping with Airtel. Order 552251019 confirmed.,legitimate_message,none,"confirmed,thank you",0.01,legitimate,SMS,english,online_shoppers,none,none,none
Earn Rs.10000 by liking YouTube videos. No investment needed: https://cutt.ly/i5349,job_scam,"urgency,reward",earn,0.71,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
Your Netflix subscription renewed successfully. Amount: Rs.5000,legitimate_message,none,none,0.2,legitimate,SMS,english,general,none,none,none
REFUND ALERT: RS.5000 CREDITED. VERIFY RUPAY LINK: HTTPS://SHORT.LINK/F6283,upi_payment_scam,"reward,curiosity","payment,refund,credited,Rs",0.62,scam,SMS,hinglish,general,payment_request,information_theft,financial_fraud
Package delivry on hold. Verify shipping address: https://tinyurl.com/s3971,parcel_delivery_scam,curiosity,"delivery,package",0.77,scam,SMS,english,online_shoppers,phishing_link,information_theft,steal_information
"Dear customer, 500697 is your OTP. Please share to verify your identity - Axis Support",otp_scam,"urgency,social_engineering,curiosity","OTP,share,verify",0.92,scam,Email,english,general,otp_request,account_takeover,account_takeover
Govt. of India: You are eligible for PM subsidy Rs.10000. Apply: https://short.link/j4179 🎉,government_impersonation,fear,Govt,0.91,scam,WhatsApp,english,general,impersonation,initial_contact,identity_theft
"Dear Sir/Madam, As per RBI guidelines, update your SBI KYC details: https://short.link/n2158",bank_kyc_scam,"fear,authority,curiosity","KYC,update,RBI",0.83,scam,Email,english,elderly,impersonation,initial_contact,identity_theft
Your electricity bill for Rs.5000 is due by 7/5/2024. Pay online.,legitimate_message,none,none,0.21,legitimate,SMS,english,general,none,none,none
BlueDart: Delivery attempted. Pay Rs.500 to reschedule: https://cutt.ly/g3799,parcel_delivery_scam,curiosity,delivery,0.81,scam,SMS,english,online_shoppers,payment_request,payment_request,financial_fraud
Join our trading group. Make Rs.100000 daily from home: https://short.link/r4539,investment_scam,reward,trading,0.72,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
GST refund of Rs.100000 approved by govt. Claim now: https://cutt.ly/d6935,refund_scam,"urgency,reward","refund,claim,approved",0.75,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
UIDAI ALERT: Aadhaar deactivated. Re-verify within 48 hours: https://short.link/r7897,government_impersonation,"urgency,fear,authority","Aadhaar,UIDAI",0.77,scam,SMS,english,general,impersonation,information_theft,identity_theft
